Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
basic pumps,,,Ivory,No,1080,270,51,White,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; party; work,2,No,For sale,2.0.0,Yes,ShoesLowcutNomalpumps3,1453,14967,7tqazGDTt7DX2eEm8
basic pumps,,,Greige,No,1080,270,51,Gray,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; party; work,3,No,For sale,2.0.0,Yes,ShoesLowcutNomalpumps4,1453,14968,NQ5R4oQ8fgv4QwWfx
basic pumps,,,Red,No,1080,270,51,Red,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; party; work,4,No,For sale,2.0.0,Yes,ShoesLowcutNomalpumps5,1453,14969,ifvfGaxgZdv2MukQJ
basic pumps,,,Green,No,1080,270,51,Green,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; party; work,5,No,For sale,2.0.0,Yes,ShoesLowcutNomalpumps7,1453,14971,vNM2ChHEGX4iECHfC
basic pumps,,,Blue,No,1080,270,51,Aqua,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; party; work,6,No,For sale,2.0.0,Yes,ShoesLowcutNomalpumps6,1453,14970,iNNbHFxvxCHF2QYbg
basic pumps,,,Brown,No,1080,270,51,Brown,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; party; work,7,No,For sale,2.0.0,Yes,ShoesLowcutNomalpumps1,1453,14965,eSpgFqjbQu58i8LCh
basic pumps,,,Camel,No,1080,270,51,Orange,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; party; work,8,No,For sale,2.0.0,Yes,ShoesLowcutNomalpumps2,1453,14966,tZMJisfNkoWiXXzXZ
basketball shoes,,,Red,No,1500,375,51,Red,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,1,No,For sale,1.0.0,Yes,ShoesHighcutBasket0,800,5638,7xRWZmoxAaCxRYMuJ
basketball shoes,,,Pink,No,1500,375,51,Pink,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,2,No,For sale,1.0.0,Yes,ShoesHighcutBasket7,800,10066,a7uqKcknGcWHoD43C
basketball shoes,,,Orange,No,1500,375,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,3,No,For sale,1.0.0,Yes,ShoesHighcutBasket3,800,10062,McTum2E4XpJfhavsX
basketball shoes,,,Green,No,1500,375,51,Green,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,4,No,For sale,1.0.0,Yes,ShoesHighcutBasket1,800,10060,uRRCWDgRkrABjPdyg
basketball shoes,,,Light blue,No,1500,375,51,Aqua,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,5,No,For sale,1.0.0,Yes,ShoesHighcutBasket6,800,10065,JhY975aRNditFYyhm
basketball shoes,,,Blue,No,1500,375,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Active,Active,sporty; work,6,No,For sale,1.0.0,Yes,ShoesHighcutBasket4,800,10063,rixr4TkNPxrXrRRcw
basketball shoes,,,Purple,No,1500,375,51,Purple,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,7,No,For sale,1.0.0,Yes,ShoesHighcutBasket5,800,10064,ryZhP2vjw4vQNiPMx
basketball shoes,,,Beige,No,1500,375,51,Beige,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,8,No,For sale,1.0.0,Yes,ShoesHighcutBasket2,800,10061,9qivZWfCZucqweqBJ
beaded sandals,,,Red,No,1800,450,51,Red,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Gorgeous,Gorgeous,everyday; comfy; vacation,1,No,For sale,1.0.0,Yes,ShoesSandalBeads3,769,10139,ukMZbdaNwYXQgdzEJ
beaded sandals,,,Orange,No,1800,450,51,Orange,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Gorgeous,Gorgeous,everyday; comfy; vacation,2,No,For sale,1.0.0,Yes,ShoesSandalBeads0,769,5478,otoeZ6wQmT38HECcy
beaded sandals,,,Yellow,No,1800,450,51,Yellow,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Gorgeous,Gorgeous,everyday; comfy; vacation,3,No,For sale,1.0.0,Yes,ShoesSandalBeads2,769,10138,pwpLSaDGk58SSvJYe
beaded sandals,,,Green,No,1800,450,51,Green,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Gorgeous,Gorgeous,everyday; comfy; vacation,4,No,For sale,1.0.0,Yes,ShoesSandalBeads4,769,10140,Bjzm2LFHF6cwXKbfu
beaded sandals,,,Purple,No,1800,450,51,Purple,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Gorgeous,Gorgeous,everyday; comfy; vacation,5,No,For sale,1.0.0,Yes,ShoesSandalBeads1,769,10137,kCEzmje6LKzAuHemd
beaded sandals,,,Beige,No,1800,450,51,Beige,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Gorgeous,Gorgeous,everyday; comfy; vacation,6,No,For sale,1.0.0,Yes,ShoesSandalBeads5,769,10141,veLWy2EQQ49fq6F7p
boots,,,Black,No,560,140,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Active,outdoorsy; work,1,No,For sale,1.0.0,Yes,ShoesKneeRubberboots1,772,11685,ffPXk8bFosbBzhxRo
boots,,,Red,No,560,140,51,Red,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Active,outdoorsy; work,2,No,For sale,1.0.0,Yes,ShoesKneeRubberboots3,772,11687,MkX86RRKQ9GkwfGaL
boots,,,Olive,No,560,140,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Simple,Active,outdoorsy; work,3,No,For sale,1.0.0,Yes,ShoesKneeRubberboots4,772,11688,NGSrsWRHfAtBKqPYz
boots,,,Green,No,560,140,51,Green,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Active,outdoorsy; work,4,No,For sale,1.0.0,Yes,ShoesKneeRubberboots0,772,5479,nvyQe4J4JosazJ46S
boots,,,Blue,No,560,140,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Active,outdoorsy; work,5,No,For sale,1.0.0,Yes,ShoesKneeRubberboots2,772,11686,Hvinu73hgLPsmDkcM
business shoes,,,Black,No,1300,325,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Simple,Cool,formal; work,1,No,For sale,1.0.0,Yes,ShoesLowcutBusiness0,526,4730,JxbjRNkGXgodBD8P7
business shoes,,,Brown,No,1300,325,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Simple,Cool,formal; work,2,No,For sale,1.0.0,Yes,ShoesLowcutBusiness1,526,11455,sja7tXF4cPCa5hsrH
cast,,,White,No,240,60,51,White,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; comfy,1,No,For sale,2.0.0,Yes,ShoesKneeCast0,1247,12960,fK8M9vXoyknhbbuYf
cast,,,Black,No,240,60,51,Black,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; comfy,2,No,For sale,2.0.0,Yes,ShoesKneeCast4,1247,14672,HvSQCm6oN3eqqCpDp
cast,,,Pink,No,240,60,51,Pink,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; comfy,3,No,For sale,2.0.0,Yes,ShoesKneeCast1,1247,14669,cxQ8jca4r2Q8Q6Ht9
cast,,,Green,No,240,60,51,Green,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; comfy,4,No,For sale,2.0.0,Yes,ShoesKneeCast3,1247,14671,FuoXZ8tWnFCZq8PqC
cast,,,Blue,No,240,60,51,Blue,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; comfy,5,No,For sale,2.0.0,Yes,ShoesKneeCast2,1247,14670,G5qZZwuCMm9vr7hLm
Cinnamoroll sneakers,,,NA,No,1400,350,201,Aqua,White,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Cute,Cute,everyday; fairy tale,1,No,Not in catalog,1.9.0,Yes,ShoesLowcutCinnamoroll0,1292,13179,R6hpyxZQNaCQ9kg5K
cleats,,,Black,No,1200,300,23,Black,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,1,No,For sale,1.0.0,Yes,ShoesLowcutSpike4,811,10248,Pr3hHw8YguTL57DwF
cleats,,,Red,No,1200,300,23,Red,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,2,No,For sale,1.0.0,Yes,ShoesLowcutSpike2,811,10246,NGWNC246yBWm3snJE
cleats,,,Orange,No,1200,300,23,Orange,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,3,No,For sale,1.0.0,Yes,ShoesLowcutSpike5,811,10249,iiKeEbNN6S9tRZ3st
cleats,,,Yellow,No,1200,300,23,Yellow,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,4,No,For sale,1.0.0,Yes,ShoesLowcutSpike3,811,10247,WkkwqXv9oS59HJzzT
cleats,,,Green,No,1200,300,23,Green,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,5,No,For sale,1.0.0,Yes,ShoesLowcutSpike6,811,10250,k2KmPiG39zPaP5aKE
cleats,,,Light blue,No,1200,300,23,Aqua,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,6,No,For sale,1.0.0,Yes,ShoesLowcutSpike1,811,10245,6kQs9rKWn47gLLs2M
cleats,,,Blue,No,1200,300,23,Blue,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,7,No,For sale,1.0.0,Yes,ShoesLowcutSpike0,811,5654,ozSLcS5AH7EbyuvKf
cleats,,,Purple,No,1200,300,23,Purple,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,8,No,For sale,1.0.0,Yes,ShoesLowcutSpike7,811,10251,QZLqNeTSRQishPzZX
comfy sandals,,,White,No,1040,260,51,White,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Simple,Simple,everyday; comfy; vacation,1,No,For sale,1.0.0,Yes,ShoesSandalComfort1,796,10700,7qmEHHQRDzoZwjzqi
comfy sandals,,,Red,No,1040,260,51,Red,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Simple,Simple,everyday; comfy; vacation,2,No,For sale,1.0.0,Yes,ShoesSandalComfort4,796,10703,MQ7rNNpQR9ExjjDeW
comfy sandals,,,Orange,No,1040,260,51,Orange,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Simple,Simple,everyday; comfy; vacation,3,No,For sale,1.0.0,Yes,ShoesSandalComfort5,796,10704,s4PZf4H5PuJR9XNbk
comfy sandals,,,Yellow,No,1040,260,51,Yellow,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Simple,Simple,everyday; comfy; vacation,4,No,For sale,1.0.0,Yes,ShoesSandalComfort6,796,10705,t4MnDYkWR9uExZncz
comfy sandals,,,Green,No,1040,260,51,Green,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Simple,Simple,everyday; comfy; vacation,5,No,For sale,1.0.0,Yes,ShoesSandalComfort2,796,10701,XaesMFTS6T3GBL97H
comfy sandals,,,Blue,No,1040,260,51,Blue,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Simple,Simple,everyday; comfy; vacation,6,No,For sale,1.0.0,Yes,ShoesSandalComfort3,796,10702,BPWe3svCXCzdrtMEr
comfy sandals,,,Purple,No,1040,260,51,Purple,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Simple,Simple,everyday; comfy; vacation,7,No,For sale,1.0.0,Yes,ShoesSandalComfort7,796,10706,zwbeCzpknc63Fptcv
comfy sandals,,,Brown,No,1040,260,51,Brown,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Simple,Simple,everyday; comfy; vacation,8,No,For sale,1.0.0,Yes,ShoesSandalComfort0,796,5619,bH8H3cpWoFegDZKg3
cowboy boots,,,Ivory,No,2380,595,51,White,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Active,outdoorsy; theatrical; work,1,No,For sale,1.0.0,Yes,ShoesKneeWestern2,804,11254,xv62ZghErnQR8Q73m
cowboy boots,,,Black,No,2380,595,51,Black,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Elegant,Active,outdoorsy; theatrical; work,2,No,For sale,1.0.0,Yes,ShoesKneeWestern1,804,11253,qzEjaaYJH93BC2Hh9
cowboy boots,,,Pink,No,2380,595,51,Pink,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Active,outdoorsy; theatrical; work,3,No,For sale,1.0.0,Yes,ShoesKneeWestern3,804,11255,KgdfPqZxZYhrp4C2x
cowboy boots,,,Blue,No,2380,595,51,Aqua,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Active,outdoorsy; theatrical; work,4,No,For sale,1.0.0,Yes,ShoesKneeWestern4,804,11256,KDAEKS4qY5fpDgQuu
cowboy boots,,,Brown,No,2380,595,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Elegant,Active,outdoorsy; theatrical; work,5,No,For sale,1.0.0,Yes,ShoesKneeWestern0,804,5643,T59MhhiGhjcnsGnFu
cross-belt sandals,,,Gray,No,1040,260,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,Summer,Free,Elegant,Simple,everyday; vacation,1,No,For sale,1.0.0,Yes,ShoesSandalCrossbelt2,523,10122,qAwap9h6YjWohE39n
cross-belt sandals,,,Black,No,1040,260,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Elegant,Simple,everyday; vacation,2,No,For sale,1.0.0,Yes,ShoesSandalCrossbelt4,523,10124,H8DTJawEDSPC8jf99
cross-belt sandals,,,Pink,No,1040,260,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Elegant,Simple,everyday; vacation,3,No,For sale,1.0.0,Yes,ShoesSandalCrossbelt1,523,10121,wmAKDzzYnjbLzxhJ3
cross-belt sandals,,,Green,No,1040,260,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Elegant,Simple,everyday; vacation,4,No,For sale,1.0.0,Yes,ShoesSandalCrossbelt0,523,4725,S8PsLoFCGMqX3F6fZ
cross-belt sandals,,,Purple,No,1040,260,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Elegant,Simple,everyday; vacation,5,No,For sale,1.0.0,Yes,ShoesSandalCrossbelt5,523,10125,PCPv5Mv6SGFnjg8ux
cross-belt sandals,,,Brown,No,1040,260,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Elegant,Simple,everyday; vacation,6,No,For sale,1.0.0,Yes,ShoesSandalCrossbelt3,523,10123,eNkiMc8xbma2Ymdzx
cute sneakers,,,Pink,No,1260,315,51,Pink,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Cute,Active,everyday; fairy tale,1,No,For sale,1.0.0,Yes,ShoesHighcutCute2,878,10267,9tQTbbf9bPTKu7qWz
cute sneakers,,,Yellow,No,1260,315,51,Yellow,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cute,Active,everyday; fairy tale,2,No,For sale,1.0.0,Yes,ShoesHighcutCute3,878,10268,Egxvg95EdXYikxzfF
cute sneakers,,,Green,No,1260,315,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Cute,Active,everyday; fairy tale,3,No,For sale,1.0.0,Yes,ShoesHighcutCute1,878,10266,QyYoExD4R6xgzhzw3
cute sneakers,,,Light blue,No,1260,315,51,Aqua,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Cute,Active,everyday; fairy tale,4,No,For sale,1.0.0,Yes,ShoesHighcutCute0,878,5803,WdawbJs9jXzQsuFhx
cute sneakers,,,Blue,No,1260,315,51,Blue,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cute,Active,everyday; fairy tale,5,No,For sale,1.0.0,Yes,ShoesHighcutCute5,878,10270,f2oLT3HRXWPPEmpTu
cute sneakers,,,Purple,No,1260,315,51,Purple,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cute,Active,everyday; fairy tale,6,No,For sale,1.0.0,Yes,ShoesHighcutCute4,878,10269,w8pFobgTR68viQLPy
DAL slippers,,,NA,No,NFS,1010,251,Blue,Blue,1x1,NA,NA,Dodo Airlines,Received in mail from DAL after 30 flights,NA,NA,All Year,All Year,NA,Free,Simple,Simple,comfy; vacation,1,No,Not for sale,1.0.0,Yes,AccessoryGlassSlippers0,1184,12130,gg8YSYsr2xNKYS9rd
