Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
athletic pants,,,Green,No,880,220,51,Green,White,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; comfy; sporty,4,No,For sale,1.0.0,Yes,BottomsTexPantsNormalJersey1,127,11295,Ygp8L2zeem8ECZroK
athletic pants,,,Blue,No,880,220,51,Blue,White,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; comfy; sporty,5,No,For sale,1.0.0,Yes,BottomsTexPantsNormalJersey3,127,11297,R6apb74ivZCDbvEvi
athletic pants,,,Navy blue,No,880,220,51,Blue,White,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; comfy; sporty,6,No,For sale,1.0.0,Yes,BottomsTexPantsNormalJersey5,127,11299,zauG7p57gDAPSqPH4
athletic shorts,,,Black,No,560,140,51,Black,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Active,Active,outdoorsy; comfy; sporty,1,No,For sale,1.0.0,Yes,BottomsTexPantsHalfJersey2,422,11906,XZyRpyaiPbfw5nwTD
athletic shorts,,,Berry red,No,560,140,51,Red,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty,2,No,For sale,1.0.0,Yes,BottomsTexPantsHalfJersey4,422,11908,QWxKgGJSnKgHEyz5Y
athletic shorts,,,Red,No,560,140,51,Red,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty,3,No,For sale,1.0.0,Yes,BottomsTexPantsHalfJersey0,422,4518,Pz4KvZgNanynj88ut
athletic shorts,,,Green,No,560,140,51,Green,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty,4,No,For sale,1.0.0,Yes,BottomsTexPantsHalfJersey1,422,11905,Cgi5fvfgm5YEdCpNu
athletic shorts,,,Blue,No,560,140,51,Blue,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty,5,No,For sale,1.0.0,Yes,BottomsTexPantsHalfJersey3,422,11907,omNsW8d3EgoAs3tLL
athletic shorts,,,Navy blue,No,560,140,51,Blue,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty,6,No,For sale,1.0.0,Yes,BottomsTexPantsHalfJersey5,422,11909,wkX3PL2R5dYC8PNJ2
basketball shorts,,,Black,No,980,245,51,Black,Red,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,1,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball7,849,11313,gRj6pG26jHFQZB8TA
basketball shorts,,,Red,No,980,245,51,Red,Black,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,2,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball1,849,11307,TpYJQMq2Z8tEkK2Wd
basketball shorts,,,Orange,No,980,245,51,Orange,Blue,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,3,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball3,849,11309,iHFbTwYkKaqut6RnX
basketball shorts,,,Yellow,No,980,245,51,Yellow,Green,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,4,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball5,849,11311,zjahPrxJ4ZBRcnq74
basketball shorts,,,Green,No,980,245,51,Green,Orange,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,5,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball2,849,11308,KCggjKmE8js3MG6bq
basketball shorts,,,Light blue,No,980,245,51,Aqua,Blue,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,6,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball6,849,11312,iDr7MMuWGDqgsh5Be
basketball shorts,,,Blue,No,980,245,51,Blue,Red,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,7,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball4,849,11310,4iB4fmJjkKNNzWJBS
basketball shorts,,,Purple,No,980,245,51,Purple,Yellow,1x1,880,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Active,sporty; work,8,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBasketball0,849,5720,yTsGx7eQh4JWNdXB2
bell-bottoms,,,Orange,No,1320,330,51,Orange,Orange,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Elegant,everyday,1,No,For sale,1.0.0,Yes,BottomsTexPantsWideBellbottoms0,327,4364,sAGeX7YksW4qTsRz9
bell-bottoms,,,Green,No,1320,330,51,Green,Green,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Gorgeous,Elegant,everyday,2,No,For sale,1.0.0,Yes,BottomsTexPantsWideBellbottoms3,327,9272,tn3suswYrh2ZcD649
bell-bottoms,,,Blue,No,1320,330,51,Blue,Blue,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Elegant,everyday,3,No,For sale,1.0.0,Yes,BottomsTexPantsWideBellbottoms4,327,9273,mRdLrYzxuYuP7yqB9
bell-bottoms,,,Brown,No,1320,330,51,Brown,Brown,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Elegant,everyday,4,No,For sale,1.0.0,Yes,BottomsTexPantsWideBellbottoms1,327,9270,AhZR3qCS8owvTgWS9
bell-bottoms,,,Beige,No,1320,330,51,Beige,Beige,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Elegant,everyday,5,No,For sale,1.0.0,Yes,BottomsTexPantsWideBellbottoms2,327,9271,h5fKoKik2BmT6JPAb
belted wraparound skirt,,,Red,No,1040,260,51,Red,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Simple,Elegant,everyday; comfy,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrap1,429,8721,TuKyTJdQckfqf2nae
belted wraparound skirt,,,Yellow,No,1040,260,51,Yellow,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Simple,Elegant,everyday; comfy,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrap0,429,4545,6j99icX2C8n2NQSxe
belted wraparound skirt,,,Green,No,1040,260,51,Green,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Simple,Elegant,everyday; comfy,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrap2,429,8722,FCtNFz4XG85wdDcbu
belted wraparound skirt,,,Blue,No,1040,260,51,Blue,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Simple,Elegant,everyday; comfy,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrap3,429,8723,Z3y37JrC5nnCjyFgC
boa shorts,,,Black,No,1200,300,51,Black,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Active,Simple,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa7,734,9120,3Z3cYyfhRkhmDKKKP
boa shorts,,,Red,No,1200,300,51,Red,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Active,Simple,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa4,734,9117,Ydd3mZGaYrNupaAop
boa shorts,,,Orange,No,1200,300,51,Orange,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Active,Simple,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa5,734,9118,nmpe6DS922LwufDP5
boa shorts,,,Avocado,No,1200,300,51,Green,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Active,Simple,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa1,734,9114,diDTCzmh2EfcQ8Est
boa shorts,,,Peacock blue,No,1200,300,51,Aqua,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Active,Simple,everyday; outdoorsy,5,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa6,734,9119,y3bqMB4hjKdxHjeRQ
boa shorts,,,Blue,No,1200,300,51,Blue,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Active,Simple,everyday; outdoorsy,6,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa3,734,9116,uNMeoCpWFsgQnhyGJ
boa shorts,,,Purple,No,1200,300,51,Purple,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Active,Simple,everyday; outdoorsy,7,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa0,734,5419,hHHSAxKeTKy94FrLh
boa shorts,,,Beige,No,1200,300,51,Beige,Black,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Active,Simple,everyday; outdoorsy,8,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBoa2,734,9115,rxrscQDTFaB6T3CS3
boa skirt,,,Red,No,1300,325,51,Red,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Active,Simple,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa3,733,9109,ef7PeMEWM8geRb2JX
boa skirt,,,Yellow,No,1300,325,51,Yellow,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Active,Simple,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa4,733,9110,sBZFNvhEg4Bsi8WLM
boa skirt,,,Green,No,1300,325,51,Green,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Active,Simple,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa0,733,5418,nFzxYepHxpSzdLHrw
boa skirt,,,Light blue,No,1300,325,51,Aqua,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Active,Simple,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa5,733,9111,JzeKHWEDDS5k9KpBy
boa skirt,,,Blue,No,1300,325,51,Blue,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Active,Simple,everyday; outdoorsy,5,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa1,733,9107,MYjHWe4KXX2bDwP6k
boa skirt,,,Purple,No,1300,325,51,Purple,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Active,Simple,everyday; outdoorsy,6,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa2,733,9108,eSPxEhawpKLm2ceMk
boa skirt,,,Brown,No,1300,325,51,Brown,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Womanly,Active,Simple,everyday; outdoorsy,7,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa7,733,9113,uDTLrmXkDEqToQbJ3
boa skirt,,,Beige,No,1300,325,51,Beige,Black,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Active,Simple,everyday; outdoorsy,8,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoa6,733,9112,GtiB2HMiy56rLvCYA
bomber-style skirt,,,Black,No,1320,330,51,Black,Black,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Cool,Cool,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongMaone1,851,11663,Bp7H3PBvjLpJycCqv
bomber-style skirt,,,Avocado,No,1320,330,51,Green,Green,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Cool,Cool,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongMaone0,851,5722,jhqr7bGfmAXM6uK3x
bomber-style skirt,,,Blue,No,1320,330,51,Blue,Blue,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Cool,Cool,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongMaone2,851,11664,EQerBX3MAFt27siGH
bomber-style skirt,,,Brown,No,1320,330,51,Brown,Brown,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Cool,Cool,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongMaone3,851,11665,xy5EjisA8WfpzSGcW
botanical shorts,,,White,No,700,175,51,White,Red,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Cool,Gorgeous,comfy; vacation,1,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBotanical1,902,9193,iDnWPtRoBpziJEEwt
botanical shorts,,,Black,No,700,175,51,Black,Red,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Cool,Gorgeous,comfy; vacation,2,No,For sale,1.0.0,Yes,BottomsTexPantsHalfBotanical0,902,5854,kFwQPwqhakmXTPHC2
box-pleated skirt,,,Red,No,1320,330,51,Red,Red,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,everyday; vacation,1,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoxpleats2,842,11787,KxYmNHwegBmRL9uxJ
box-pleated skirt,,,Green,No,1320,330,51,Green,Green,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,everyday; vacation,2,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoxpleats3,842,11788,LrqFHr8zsLgjDoBtZ
box-pleated skirt,,,Light blue,No,1320,330,51,Aqua,Aqua,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,everyday; vacation,3,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoxpleats0,842,5703,Rwte5DmWEbaQdQgqu
box-pleated skirt,,,Beige,No,1320,330,51,Beige,Beige,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,everyday; vacation,4,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxBoxpleats1,842,11786,MXmzA39FLKtQzzCpv
buttoned lace skirt,,,White,No,1200,300,51,White,White,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Womanly,Simple,Simple,everyday; fairy tale; comfy; vacation,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongLace1,736,8727,hYFNGFXqrvmujTJJm
buttoned lace skirt,,,Pink,No,1200,300,51,Pink,Pink,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Simple,Simple,everyday; fairy tale; comfy; vacation,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongLace2,736,8728,sJnpKrkWcAxGxoaix
buttoned lace skirt,,,Yellow,No,1200,300,51,Yellow,Yellow,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Simple,Simple,everyday; fairy tale; comfy; vacation,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongLace0,736,5421,n4JbiQzu22rdtdy9a
buttoned lace skirt,,,Green,No,1200,300,51,Green,Green,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Simple,Simple,everyday; fairy tale; comfy; vacation,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongLace3,736,8729,MYzQEa7dvMqmrWLN7
buttoned lace skirt,,,Purple,No,1200,300,51,Purple,Purple,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Simple,Simple,everyday; fairy tale; comfy; vacation,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongLace4,736,8730,tkit3npe9HwdDufJQ
buttoned wraparound skirt,,,Gray,No,1820,455,51,Gray,Black,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,Summer,Womanly,Elegant,Simple,everyday; formal,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrapbicolor0,890,5816,MeqvzbNAieKTjMAgF
buttoned wraparound skirt,,,Pink,No,1820,455,51,Pink,Black,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Womanly,Elegant,Simple,everyday; formal,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrapbicolor3,890,8733,rEFFT7saJTdTb6kG8
buttoned wraparound skirt,,,Orange,No,1820,455,51,Orange,Black,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Womanly,Elegant,Simple,everyday; formal,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrapbicolor2,890,8732,ypymB5aMKxZStb8ch
buttoned wraparound skirt,,,Green,No,1820,455,51,Green,Black,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Womanly,Elegant,Simple,everyday; formal,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrapbicolor4,890,8734,JCkkAtMCEr6kaRwaH
buttoned wraparound skirt,,,Blue,No,1820,455,51,Blue,Black,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Womanly,Elegant,Simple,everyday; formal,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrapbicolor1,890,8731,YYgfpmdbXNoCFzBmw
buttoned wraparound skirt,,,Purple,No,1820,455,51,Purple,Black,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Winter,NA,Womanly,Elegant,Simple,everyday; formal,6,No,For sale,1.0.0,Yes,BottomsTexSkirtLongWrapbicolor5,890,8735,BEqJbSTipj8WRGE55
camo pants,,,Brown,No,1300,325,51,Brown,Beige,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cool,Cool,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCamouflage0,145,3342,aNFpYieN49dxPKyYy
camo pants,,,Gray,No,1300,325,51,Gray,Black,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Cool,Cool,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCamouflage4,145,10188,EAtqzquCLivjkZhWr
camo pants,,,Red,No,1300,325,51,Red,Beige,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cool,Cool,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCamouflage6,145,10190,5dYWfib2BWXgC3Rc4
camo pants,,,Pink,No,1300,325,51,Pink,Brown,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cool,Cool,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCamouflage2,145,10186,nXT2XiJEx3CHegAip
camo pants,,,Avocado,No,1300,325,51,Green,Beige,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cool,Cool,everyday; outdoorsy,5,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCamouflage1,145,10185,qtsT4H3FaWL6rb8Pp
camo pants,,,Blue,No,1300,325,51,Blue,Aqua,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cool,Cool,everyday; outdoorsy,6,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCamouflage3,145,10187,26N6fryHPqE2DNxTR
camo pants,,,Purple,No,1300,325,51,Purple,Purple,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cool,Cool,everyday; outdoorsy,7,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCamouflage5,145,10189,H86rkRrvcpRorAzTf
camo skirt,,,Brown,No,1300,325,51,Brown,Beige,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Cool,Cool,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCamo0,365,4434,q5c559aFcRKoBNr4w
camo skirt,,,Gray,No,1300,325,51,Gray,Black,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Cool,Cool,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCamo4,365,11325,tZTrTGhi5YdxdNi8f
